time,body,x,y,z,vx,vy,vz,ax,ay,az,distance_from_earth,distance_from_moon,speed,mission_phase,event_flag
158820,moon,350508.9695,157818.6555,0.0,-0.420399,0.93369,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
158820,spacecraft,-32058.6631,-32252.6591,4276.9378,0.938601,1.491139,-0.018067,8.88e-06,1.411e-05,-1.7e-07,45675.859,427204.2779,1.762043,Cruise,
158880,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
158880,moon,350483.7411,157874.6748,0.0,-0.420548,0.933623,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
158880,spacecraft,-32002.3298,-32163.1635,4275.8535,0.939134,1.491985,-0.018077,8.87e-06,1.41e-05,-1.7e-07,45573.0306,427116.3331,1.763043,Cruise,
158940,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
158940,moon,350458.5037,157930.6902,0.0,-0.420698,0.933555,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
158940,spacecraft,-31945.9646,-32073.6171,4274.7686,0.939666,1.492831,-0.018087,8.87e-06,1.409e-05,-1.7e-07,45470.1574,427028.3275,1.764042,Cruise,
159000,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159000,moon,350433.2573,157986.7015,0.0,-0.420847,0.933488,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159000,spacecraft,-31889.5675,-31984.0199,4273.683,0.940198,1.493676,-0.018097,8.86e-06,1.408e-05,-1.7e-07,45367.2394,426940.2609,1.76504,Cruise,
159060,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159060,moon,350408.0021,158042.7088,0.0,-0.420996,0.933421,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159060,spacecraft,-31833.1384,-31894.3721,4272.5968,0.940729,1.49452,-0.018108,8.85e-06,1.406e-05,-1.7e-07,45264.2768,426852.1335,1.766038,Cruise,
159120,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159120,moon,350382.7378,158098.712,0.0,-0.421145,0.933354,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159120,spacecraft,-31776.6775,-31804.6737,4271.51,0.94126,1.495363,-0.018118,8.85e-06,1.405e-05,-1.7e-07,45161.2699,426763.9453,1.767034,Cruise,
159180,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159180,moon,350357.4646,158154.7112,0.0,-0.421294,0.933286,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159180,spacecraft,-31720.1847,-31714.9247,4270.4226,0.941791,1.496206,-0.018128,8.84e-06,1.404e-05,-1.7e-07,45058.2187,426675.6964,1.768031,Cruise,
159240,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159240,moon,350332.1825,158210.7063,0.0,-0.421443,0.933219,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159240,spacecraft,-31663.6601,-31625.1251,4269.3346,0.942321,1.497048,-0.018138,8.83e-06,1.403e-05,-1.7e-07,44955.1235,426587.3867,1.769026,Cruise,
159300,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159300,moon,350306.8914,158266.6975,0.0,-0.421593,0.933151,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159300,spacecraft,-31607.1038,-31535.275,4268.246,0.942851,1.49789,-0.018148,8.83e-06,1.402e-05,-1.7e-07,44851.9844,426499.0164,1.77002,Cruise,
159360,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159360,moon,350281.5914,158322.6845,0.0,-0.421742,0.933084,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159360,spacecraft,-31550.5156,-31445.3744,4267.1568,0.94338,1.498731,-0.018159,8.82e-06,1.401e-05,-1.7e-07,44748.8015,426410.5854,1.771014,Cruise,
159420,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159420,moon,350256.2824,158378.6675,0.0,-0.421891,0.933017,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159420,spacecraft,-31493.8957,-31355.4234,4266.0669,0.943909,1.499571,-0.018169,8.81e-06,1.4e-05,-1.7e-07,44645.575,426322.0937,1.772007,Cruise,
159480,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159480,moon,350230.9645,158434.6465,0.0,-0.42204,0.932949,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159480,spacecraft,-31437.2441,-31265.422,4264.9765,0.944438,1.500411,-0.018179,8.81e-06,1.399e-05,-1.7e-07,44542.3052,426233.5415,1.772999,Cruise,
159540,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159540,moon,350205.6376,158490.6215,0.0,-0.422189,0.932882,0.0,-2.49e-06,-1.12e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159540,spacecraft,-31380.5607,-31175.3702,4263.8854,0.944966,1.50125,-0.018189,8.8e-06,1.398e-05,-1.7e-07,44438.9921,426144.9288,1.773991,Cruise,
159600,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159600,moon,350180.3018,158546.5923,0.0,-0.422338,0.932814,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159600,spacecraft,-31323.8457,-31085.2681,4262.7937,0.945494,1.502089,-0.018199,8.79e-06,1.397e-05,-1.7e-07,44335.6359,426056.2555,1.774982,Cruise,
159660,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159660,moon,350154.957,158602.5592,0.0,-0.422487,0.932747,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159660,spacecraft,-31267.099,-30995.1157,4261.7014,0.946021,1.502926,-0.018209,8.79e-06,1.396e-05,-1.7e-07,44232.2369,425967.5219,1.775972,Cruise,
159720,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159720,moon,350129.6033,158658.5219,0.0,-0.422636,0.932679,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159720,spacecraft,-31210.3207,-30904.9131,4260.6085,0.946548,1.503764,-0.01822,8.78e-06,1.395e-05,-1.7e-07,44128.7951,425878.7278,1.776961,Cruise,
159780,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159780,moon,350104.2407,158714.4807,0.0,-0.422785,0.932612,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159780,spacecraft,-31153.5108,-30814.6603,4259.515,0.947075,1.5046,-0.01823,8.77e-06,1.394e-05,-1.7e-07,44025.3108,425789.8733,1.777949,Cruise,
159840,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159840,moon,350078.8691,158770.4353,0.0,-0.422935,0.932544,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159840,spacecraft,-31096.6694,-30724.3572,4258.4209,0.947601,1.505436,-0.01824,8.77e-06,1.393e-05,-1.7e-07,43921.7841,425700.9585,1.778937,Cruise,
159900,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159900,moon,350053.4885,158826.386,0.0,-0.423084,0.932476,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159900,spacecraft,-31039.7963,-30634.0041,4257.3262,0.948126,1.506271,-0.01825,8.76e-06,1.391e-05,-1.7e-07,43818.2153,425611.9833,1.779924,Cruise,
159960,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
159960,moon,350028.099,158882.3325,0.0,-0.423233,0.932409,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
159960,spacecraft,-30982.8918,-30543.6009,4256.2309,0.948652,1.507106,-0.01826,8.75e-06,1.39e-05,-1.7e-07,43714.6044,425522.9478,1.78091,Cruise,
160020,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160020,moon,350002.7006,158938.275,0.0,-0.423382,0.932341,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160020,spacecraft,-30925.9557,-30453.1476,4255.1349,0.949177,1.50794,-0.01827,8.75e-06,1.389e-05,-1.7e-07,43610.9517,425433.8522,1.781896,Cruise,
160080,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160080,moon,349977.2932,158994.2135,0.0,-0.423531,0.932274,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160080,spacecraft,-30868.9881,-30362.6443,4254.0384,0.949701,1.508773,-0.01828,8.74e-06,1.388e-05,-1.7e-07,43507.2573,425344.6963,1.78288,Cruise,
160140,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160140,moon,349951.8769,159050.1478,0.0,-0.42368,0.932206,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160140,spacecraft,-30811.9891,-30272.091,4252.9413,0.950225,1.509605,-0.01829,8.73e-06,1.387e-05,-1.7e-07,43403.5214,425255.4803,1.783864,Cruise,
160200,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160200,moon,349926.4517,159106.0782,0.0,-0.423829,0.932138,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160200,spacecraft,-30754.9587,-30181.4878,4251.8435,0.950749,1.510437,-0.0183,8.72e-06,1.386e-05,-1.7e-07,43299.7443,425166.2042,1.784847,Cruise,
160260,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160260,moon,349901.0175,159162.0044,0.0,-0.423978,0.93207,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160260,spacecraft,-30697.8968,-30090.8346,4250.7452,0.951272,1.511269,-0.018311,8.72e-06,1.385e-05,-1.7e-07,43195.9261,425076.868,1.78583,Cruise,
160320,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160320,moon,349875.5744,159217.9266,0.0,-0.424127,0.932003,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160320,spacecraft,-30640.8036,-30000.1316,4249.6462,0.951795,1.512099,-0.018321,8.71e-06,1.384e-05,-1.7e-07,43092.067,424987.4717,1.786811,Cruise,
160380,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160380,moon,349850.1223,159273.8447,0.0,-0.424275,0.931935,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160380,spacecraft,-30583.679,-29909.3788,4248.5466,0.952318,1.512929,-0.018331,8.7e-06,1.383e-05,-1.7e-07,42988.1671,424898.0155,1.787792,Cruise,
160440,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160440,moon,349824.6613,159329.7588,0.0,-0.424424,0.931867,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160440,spacecraft,-30526.523,-29818.5762,4247.4465,0.95284,1.513759,-0.018341,8.7e-06,1.382e-05,-1.7e-07,42884.2267,424808.4992,1.788772,Cruise,
160500,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160500,moon,349799.1914,159385.6688,0.0,-0.424573,0.931799,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160500,spacecraft,-30469.3358,-29727.7239,4246.3457,0.953361,1.514588,-0.018351,8.69e-06,1.381e-05,-1.7e-07,42780.2459,424718.9231,1.789751,Cruise,
160560,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160560,moon,349773.7125,159441.5747,0.0,-0.424722,0.931731,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160560,spacecraft,-30412.1172,-29636.8219,4245.2443,0.953883,1.515416,-0.018361,8.68e-06,1.38e-05,-1.7e-07,42676.2251,424629.287,1.79073,Cruise,
160620,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160620,moon,349748.2247,159497.4765,0.0,-0.424871,0.931663,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160620,spacecraft,-30354.8674,-29545.8702,4244.1424,0.954403,1.516243,-0.018371,8.68e-06,1.379e-05,-1.7e-07,42572.1642,424539.5911,1.791708,Cruise,
160680,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160680,moon,349722.728,159553.3743,0.0,-0.42502,0.931595,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160680,spacecraft,-30297.5864,-29454.8688,4243.0398,0.954924,1.51707,-0.018381,8.67e-06,1.377e-05,-1.7e-07,42468.0636,424449.8354,1.792685,Cruise,
160740,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160740,moon,349697.2223,159609.268,0.0,-0.425169,0.931527,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160740,spacecraft,-30240.2741,-29363.8179,4241.9366,0.955444,1.517896,-0.018391,8.66e-06,1.376e-05,-1.7e-07,42363.9234,424360.0199,1.793661,Cruise,
160800,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160800,moon,349671.7077,159665.1576,0.0,-0.425318,0.931459,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160800,spacecraft,-30182.9307,-29272.7174,4240.8328,0.955964,1.518722,-0.018401,8.66e-06,1.375e-05,-1.7e-07,42259.7439,424270.1446,1.794637,Cruise,
160860,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160860,moon,349646.1841,159721.0431,0.0,-0.425467,0.931392,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160860,spacecraft,-30125.5561,-29181.5674,4239.7285,0.956483,1.519547,-0.018411,8.65e-06,1.374e-05,-1.7e-07,42155.5252,424180.2096,1.795611,Cruise,
160920,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160920,moon,349620.6517,159776.9245,0.0,-0.425616,0.931323,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160920,spacecraft,-30068.1503,-29090.368,4238.6235,0.957002,1.520371,-0.018421,8.64e-06,1.373e-05,-1.7e-07,42051.2675,424090.2149,1.796585,Cruise,
160980,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
160980,moon,349595.1103,159832.8019,0.0,-0.425764,0.931255,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
160980,spacecraft,-30010.7135,-28999.1191,4237.5179,0.95752,1.521194,-0.018431,8.64e-06,1.372e-05,-1.7e-07,41946.9711,424000.1607,1.797558,Cruise,
161040,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161040,moon,349569.5599,159888.6752,0.0,-0.425913,0.931187,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161040,spacecraft,-29953.2455,-28907.8208,4236.4118,0.958038,1.522017,-0.018441,8.63e-06,1.371e-05,-1.7e-07,41842.6362,423910.0469,1.798531,Cruise,
161100,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161100,moon,349544.0007,159944.5444,0.0,-0.426062,0.931119,0.0,-2.48e-06,-1.13e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161100,spacecraft,-29895.7465,-28816.4731,4235.305,0.958556,1.52284,-0.018451,8.62e-06,1.37e-05,-1.7e-07,41738.2629,423819.8735,1.799503,Cruise,
161160,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161160,moon,349518.4325,160000.4095,0.0,-0.426211,0.931051,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161160,spacecraft,-29838.2164,-28725.0762,4234.1976,0.959073,1.523661,-0.018461,8.62e-06,1.369e-05,-1.7e-07,41633.8515,423729.6406,1.800474,Cruise,
161220,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161220,moon,349492.8554,160056.2705,0.0,-0.42636,0.930983,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161220,spacecraft,-29780.6553,-28633.6299,4233.0897,0.95959,1.524482,-0.018471,8.61e-06,1.368e-05,-1.7e-07,41529.4021,423639.3482,1.801444,Cruise,
161280,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161280,moon,349467.2693,160112.1275,0.0,-0.426508,0.930915,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161280,spacecraft,-29723.0632,-28542.1344,4231.9811,0.960106,1.525303,-0.018481,8.6e-06,1.367e-05,-1.7e-07,41424.9151,423548.9964,1.802413,Cruise,
161340,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161340,moon,349441.6744,160167.9803,0.0,-0.426657,0.930847,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161340,spacecraft,-29665.4402,-28450.5897,4230.8719,0.960622,1.526122,-0.018491,8.6e-06,1.366e-05,-1.7e-07,41320.3905,423458.5852,1.803382,Cruise,
161400,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161400,moon,349416.0705,160223.8291,0.0,-0.426806,0.930779,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161400,spacecraft,-29607.7862,-28358.9959,4229.7622,0.961137,1.526941,-0.0185,8.59e-06,1.365e-05,-1.7e-07,41215.8287,423368.1146,1.80435,Cruise,
161460,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161460,moon,349390.4576,160279.6738,0.0,-0.426955,0.93071,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161460,spacecraft,-29550.1012,-28267.3529,4228.6518,0.961653,1.52776,-0.01851,8.58e-06,1.364e-05,-1.7e-07,41111.2298,423277.5846,1.805317,Cruise,
161520,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161520,moon,349364.8359,160335.5143,0.0,-0.427104,0.930642,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161520,spacecraft,-29492.3854,-28175.6608,4227.5409,0.962167,1.528578,-0.01852,8.58e-06,1.362e-05,-1.7e-07,41006.5941,423186.9955,1.806283,Cruise,
161580,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161580,moon,349339.2052,160391.3508,0.0,-0.427252,0.930574,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161580,spacecraft,-29434.6387,-28083.9197,4226.4294,0.962682,1.529395,-0.01853,8.57e-06,1.361e-05,-1.6e-07,40901.9218,423096.347,1.807249,Cruise,
161640,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161640,moon,349313.5656,160447.1832,0.0,-0.427401,0.930505,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161640,spacecraft,-29376.8612,-27992.1296,4225.3172,0.963196,1.530211,-0.01854,8.56e-06,1.36e-05,-1.6e-07,40797.2131,423005.6394,1.808214,Cruise,
161700,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161700,moon,349287.9171,160503.0115,0.0,-0.42755,0.930437,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161700,spacecraft,-29319.0528,-27900.2905,4224.2045,0.963709,1.531027,-0.01855,8.56e-06,1.359e-05,-1.6e-07,40692.4682,422914.8725,1.809178,Cruise,
161760,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161760,moon,349262.2596,160558.8356,0.0,-0.427698,0.930369,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161760,spacecraft,-29261.2136,-27808.4024,4223.0912,0.964222,1.531842,-0.01856,8.55e-06,1.358e-05,-1.6e-07,40587.6874,422824.0466,1.810141,Cruise,
161820,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161820,moon,349236.5933,160614.6557,0.0,-0.427847,0.9303,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161820,spacecraft,-29203.3437,-27716.4655,4221.9773,0.964735,1.532657,-0.01857,8.54e-06,1.357e-05,-1.6e-07,40482.8709,422733.1615,1.811103,Cruise,
161880,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161880,moon,349210.918,160670.4717,0.0,-0.427996,0.930232,0.0,-2.48e-06,-1.14e-06,0.0,384399.8774,0.0,1.023969,Cruise,
161880,spacecraft,-29145.443,-27624.4797,4220.8628,0.965247,1.533471,-0.01858,8.54e-06,1.356e-05,-1.6e-07,40378.0189,422642.2174,1.812065,Cruise,
161940,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
161940,moon,349185.2338,160726.2836,0.0,-0.428145,0.930164,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
161940,spacecraft,-29087.5115,-27532.4452,4219.7477,0.965759,1.534284,-0.018589,8.53e-06,1.355e-05,-1.6e-07,40273.1317,422551.2142,1.813026,Cruise,
162000,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162000,moon,349159.5406,160782.0913,0.0,-0.428293,0.930095,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162000,spacecraft,-29029.5494,-27440.3618,4218.632,0.966271,1.535097,-0.018599,8.52e-06,1.354e-05,-1.6e-07,40168.2095,422460.1521,1.813987,Cruise,
162060,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162060,moon,349133.8386,160837.895,0.0,-0.428442,0.930027,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162060,spacecraft,-28971.5566,-27348.2297,4217.5157,0.966782,1.535909,-0.018609,8.52e-06,1.353e-05,-1.6e-07,40063.2525,422369.0311,1.814946,Cruise,
162120,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162120,moon,349108.1276,160893.6945,0.0,-0.42859,0.929958,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162120,spacecraft,-28913.5332,-27256.0489,4216.3989,0.967293,1.53672,-0.018619,8.51e-06,1.352e-05,-1.6e-07,39958.261,422277.8511,1.815905,Cruise,
162180,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162180,moon,349082.4077,160949.49,0.0,-0.428739,0.92989,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162180,spacecraft,-28855.4791,-27163.8194,4215.2814,0.967803,1.537531,-0.018629,8.5e-06,1.351e-05,-1.6e-07,39853.2352,422186.6122,1.816863,Cruise,
162240,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162240,moon,349056.6789,161005.2813,0.0,-0.428888,0.929821,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162240,spacecraft,-28797.3944,-27071.5413,4214.1634,0.968313,1.538341,-0.018639,8.49e-06,1.35e-05,-1.6e-07,39748.1754,422095.3146,1.81782,Cruise,
162300,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162300,moon,349030.9412,161061.0685,0.0,-0.429036,0.929753,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162300,spacecraft,-28739.2791,-26979.2147,4213.0448,0.968822,1.53915,-0.018648,8.49e-06,1.348e-05,-1.6e-07,39643.0818,422003.9581,1.818776,Cruise,
162360,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162360,moon,349005.1946,161116.8516,0.0,-0.429185,0.929684,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162360,spacecraft,-28681.1333,-26886.8395,4211.9255,0.969331,1.539959,-0.018658,8.48e-06,1.347e-05,-1.6e-07,39537.9546,421912.5428,1.819732,Cruise,
162420,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
162420,moon,348979.439,161172.6306,0.0,-0.429333,0.929615,0.0,-2.48e-06,-1.14e-06,0.0,384399.8773,0.0,1.023969,Cruise,
162420,spacecraft,-28622.9569,-26794.4157,4210.8057,0.96984,1.540767,-0.018668,8.47e-06,1.346e-05,-1.6e-07,39432.7942,421821.069,1.820687,Cruise,
162480,earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384400.0,0.0,Cruise,
